id,QID,tagSlug
2338,759,heap-priority-queue
2339,760,array
2340,760,hash-table
2341,761,string
2342,761,recursion
2343,762,math
2344,762,bit-manipulation
2345,763,hash-table
2346,763,two-pointers
2347,763,string
2348,763,greedy
2349,764,array
2350,764,dynamic-programming
2351,765,greedy
2352,765,depth-first-search
2353,765,breadth-first-search
2354,765,union-find
2355,765,graph
2356,766,array
2357,766,matrix
2358,767,hash-table
2359,767,string
2360,767,greedy
2361,767,sorting
2362,767,heap-priority-queue
2363,767,counting
2364,768,array
2365,768,stack
2366,768,greedy
2367,768,sorting
2368,768,monotonic-stack
2369,769,array
2370,769,stack
2371,769,greedy
2372,769,sorting
2373,769,monotonic-stack
2374,770,hash-table
2375,770,math
2376,770,string
2377,770,stack
2378,770,recursion
2379,771,hash-table
2380,771,string
2381,772,math
2382,772,string
2383,772,stack
2384,772,recursion
2385,773,array
2386,773,breadth-first-search
2387,773,matrix
2388,774,array
2389,774,binary-search
2390,775,array
2391,775,math
2392,776,tree
2393,776,binary-search-tree
2394,776,recursion
2395,776,binary-tree
2396,777,two-pointers
2397,777,string
2398,778,array
2399,778,binary-search
2400,778,depth-first-search
2401,778,breadth-first-search
2402,778,union-find
2403,778,heap-priority-queue
2404,778,matrix
2405,779,math
2406,779,bit-manipulation
2407,779,recursion
2408,780,math
2409,781,array
2410,781,hash-table
2411,781,math
2412,781,greedy
2413,782,array
2414,782,math
2415,782,bit-manipulation
2416,782,matrix
2417,783,tree
2418,783,depth-first-search
2419,783,breadth-first-search
2420,783,binary-search-tree
2421,783,binary-tree
2422,784,string
2423,784,backtracking
2424,784,bit-manipulation
2425,785,depth-first-search
2426,785,breadth-first-search
2427,785,union-find
2428,785,graph
2429,786,array
2430,786,two-pointers
2431,786,binary-search
2432,786,sorting
2433,786,heap-priority-queue
2434,787,dynamic-programming
2435,787,depth-first-search
2436,787,breadth-first-search
2437,787,graph
2438,787,heap-priority-queue
2439,787,shortest-path
2440,788,math
2441,788,dynamic-programming
2442,789,array
2443,789,math
2444,790,dynamic-programming
2445,791,hash-table
2446,791,string
2447,791,sorting
2448,792,array
2449,792,hash-table
2450,792,string
2451,792,binary-search
2452,792,dynamic-programming
2453,792,trie
2454,792,sorting
2455,793,math
2456,793,binary-search
2457,794,array
2458,794,matrix
2459,795,array
2460,795,two-pointers
2461,796,string
2462,796,string-matching
2463,797,backtracking
2464,797,depth-first-search
2465,797,breadth-first-search
2466,797,graph
2467,798,array
2468,798,prefix-sum
2469,799,dynamic-programming
2470,800,math
2471,800,string
2472,800,enumeration
2473,801,array
2474,801,dynamic-programming
2475,802,depth-first-search
2476,802,breadth-first-search
2477,802,graph
2478,802,topological-sort
2479,803,array
2480,803,union-find
2481,803,matrix
2482,804,array
2483,804,hash-table
2484,804,string
2485,805,array
2486,805,math
2487,805,dynamic-programming
2488,805,bit-manipulation
2489,805,bitmask
2490,806,array
2491,806,string
2492,807,array
2493,807,greedy
2494,807,matrix
2495,808,math
2496,808,dynamic-programming
2497,808,probability-and-statistics
2498,809,array
2499,809,two-pointers
2500,809,string
2501,810,array
2502,810,math
2503,810,bit-manipulation
2504,810,brainteaser
2505,810,game-theory
2506,811,array
2507,811,hash-table
2508,811,string
2509,811,counting
2510,812,array
2511,812,math
2512,812,geometry
2513,813,array
2514,813,dynamic-programming
2515,813,prefix-sum
2516,814,tree
2517,814,depth-first-search
2518,814,binary-tree
2519,815,array
2520,815,hash-table
2521,815,breadth-first-search
2522,816,string
2523,816,backtracking
2524,816,enumeration
2525,817,array
2526,817,hash-table
2527,817,linked-list
2528,818,dynamic-programming
2529,819,array
2530,819,hash-table
2531,819,string
2532,819,counting
2533,820,array
2534,820,hash-table
2535,820,string
2536,820,trie
2537,821,array
2538,821,two-pointers
2539,821,string
2540,822,array
2541,822,hash-table
2542,823,array
2543,823,hash-table
2544,823,dynamic-programming
2545,823,sorting
2546,824,string
2547,825,array
2548,825,two-pointers
2549,825,binary-search
2550,825,sorting
2551,826,array
2552,826,two-pointers
2553,826,binary-search
2554,826,greedy
2555,826,sorting
2556,827,array
2557,827,depth-first-search
2558,827,breadth-first-search
2559,827,union-find
2560,827,matrix
2561,828,hash-table
2562,828,string
2563,828,dynamic-programming
2564,829,math
2565,829,enumeration
2566,830,string
2567,831,string
2568,832,array
2569,832,two-pointers
2570,832,bit-manipulation
2571,832,matrix
2572,832,simulation
2573,833,array
2574,833,string
2575,833,sorting
2576,834,dynamic-programming
2577,834,tree
2578,834,depth-first-search
2579,834,graph
2580,835,array
2581,835,matrix
2582,836,math
2583,836,geometry
2584,837,math
2585,837,dynamic-programming
2586,837,sliding-window
2587,837,probability-and-statistics
2588,838,two-pointers
2589,838,string
2590,838,dynamic-programming
2591,839,array
2592,839,hash-table
2593,839,string
2594,839,depth-first-search
2595,839,breadth-first-search
2596,839,union-find
2597,840,array
2598,840,hash-table
2599,840,math
2600,840,matrix
2601,841,depth-first-search
2602,841,breadth-first-search
2603,841,graph
2604,842,string
2605,842,backtracking
2606,843,array
2607,843,math
2608,843,string
2609,843,interactive
2610,843,game-theory
2611,844,two-pointers
2612,844,string
2613,844,stack
2614,844,simulation
2615,845,array
2616,845,two-pointers
2617,845,dynamic-programming
2618,845,enumeration
2619,846,array
2620,846,hash-table
2621,846,greedy
2622,846,sorting
2623,847,dynamic-programming
2624,847,bit-manipulation
2625,847,breadth-first-search
2626,847,graph
2627,847,bitmask
2628,848,array
2629,848,string
2630,848,prefix-sum
2631,849,array
2632,850,array
2633,850,segment-tree
2634,850,line-sweep
2635,850,ordered-set
2636,851,array
2637,851,depth-first-search
2638,851,graph
2639,851,topological-sort
2640,852,array
2641,852,binary-search
2642,853,array
2643,853,stack
2644,853,sorting
2645,853,monotonic-stack
2646,854,string
2647,854,breadth-first-search
2648,855,design
2649,855,heap-priority-queue
2650,855,ordered-set
2651,856,string
2652,856,stack
2653,857,array
2654,857,greedy
2655,857,sorting
2656,857,heap-priority-queue
2657,858,math
2658,858,geometry
2659,858,number-theory
2660,859,hash-table
2661,859,string
2662,860,array
2663,860,greedy
2664,861,array
2665,861,greedy
2666,861,bit-manipulation
2667,861,matrix
2668,862,array
2669,862,binary-search
2670,862,queue
2671,862,sliding-window
2672,862,heap-priority-queue
2673,862,prefix-sum
2674,862,monotonic-queue
2675,863,tree
2676,863,depth-first-search
2677,863,breadth-first-search
2678,863,binary-tree
2679,864,array
2680,864,bit-manipulation
2681,864,breadth-first-search
2682,864,matrix
2683,865,hash-table
2684,865,tree
2685,865,depth-first-search
2686,865,breadth-first-search
2687,865,binary-tree
2688,866,math
2689,866,number-theory
2690,867,array
2691,867,matrix
2692,867,simulation
2693,868,bit-manipulation
2694,869,hash-table
2695,869,math
2696,869,sorting
2697,869,counting
2698,869,enumeration
2699,870,array
2700,870,two-pointers
2701,870,greedy
2702,870,sorting
2703,871,array
2704,871,dynamic-programming
2705,871,greedy
2706,871,heap-priority-queue
2707,872,tree
2708,872,depth-first-search
2709,872,binary-tree
2710,873,array
2711,873,hash-table
2712,873,dynamic-programming
2713,874,array
2714,874,hash-table
2715,874,simulation
2716,875,array
2717,875,binary-search
2718,876,linked-list
2719,876,two-pointers
2720,877,array
2721,877,math
2722,877,dynamic-programming
2723,877,game-theory
2724,878,math
2725,878,binary-search
2726,879,array
2727,879,dynamic-programming
2728,880,string
2729,880,stack
2730,881,array
2731,881,two-pointers
2732,881,greedy
2733,881,sorting
2734,882,graph
2735,882,heap-priority-queue
2736,882,shortest-path
2737,883,array
2738,883,math
2739,883,geometry
2740,883,matrix
2741,884,hash-table
2742,884,string
2743,885,array
2744,885,matrix
2745,885,simulation
2746,886,depth-first-search
2747,886,breadth-first-search
2748,886,union-find
2749,886,graph
2750,887,math
2751,887,binary-search
2752,887,dynamic-programming
2753,888,array
2754,888,hash-table
2755,888,binary-search
2756,888,sorting
2757,889,array
2758,889,hash-table
2759,889,divide-and-conquer
2760,889,tree
2761,889,binary-tree
2762,890,array
2763,890,hash-table
2764,890,string
2765,891,array
2766,891,math
2767,891,sorting
2768,892,array
2769,892,math
2770,892,geometry
2771,892,matrix
2772,893,array
2773,893,hash-table
2774,893,string
2775,893,sorting
2776,894,dynamic-programming
2777,894,tree
2778,894,recursion
2779,894,memoization
2780,894,binary-tree
2781,895,hash-table
2782,895,stack
2783,895,design
2784,895,ordered-set
2785,896,array
2786,897,stack
2787,897,tree
2788,897,depth-first-search
2789,897,binary-search-tree
2790,897,binary-tree
2791,898,array
2792,898,dynamic-programming
2793,898,bit-manipulation
2794,899,math
2795,899,string
2796,899,sorting
2797,900,array
2798,900,design
2799,900,counting
2800,900,iterator
2801,901,stack
2802,901,design
2803,901,monotonic-stack
2804,901,data-stream
2805,902,array
2806,902,math
2807,902,string
2808,902,binary-search
2809,902,dynamic-programming
2810,903,string
2811,903,dynamic-programming
2812,903,prefix-sum
2813,904,array
2814,904,hash-table
2815,904,sliding-window
2816,905,array
2817,905,two-pointers
2818,905,sorting
2819,906,math
2820,906,enumeration
2821,907,array
2822,907,dynamic-programming
2823,907,stack
2824,907,monotonic-stack
2825,908,array
2826,908,math
2827,909,array
2828,909,breadth-first-search
2829,909,matrix
2830,910,array
2831,910,math
2832,910,greedy
2833,910,sorting
2834,911,array
2835,911,hash-table
2836,911,binary-search
2837,911,design
2838,912,array
2839,912,divide-and-conquer
2840,912,sorting
2841,912,heap-priority-queue
2842,912,merge-sort
2843,912,bucket-sort
2844,912,radix-sort
2845,912,counting-sort
2846,913,math
2847,913,dynamic-programming
2848,913,graph
2849,913,topological-sort
2850,913,memoization
2851,913,game-theory
2852,914,array
2853,914,hash-table
2854,914,math
2855,914,counting
2856,914,number-theory
2857,915,array
2858,916,array
2859,916,hash-table
2860,916,string
2861,917,two-pointers
2862,917,string
2863,918,array
2864,918,divide-and-conquer
2865,918,dynamic-programming
2866,918,queue
2867,918,monotonic-queue
2868,919,tree
2869,919,breadth-first-search
2870,919,design
2871,919,binary-tree
2872,920,math
2873,920,dynamic-programming
2874,920,combinatorics
2875,921,string
2876,921,stack
2877,921,greedy
2878,922,array
2879,922,two-pointers
2880,922,sorting
2881,923,array
2882,923,hash-table
2883,923,two-pointers
2884,923,sorting
2885,923,counting
2886,924,array
2887,924,hash-table
2888,924,depth-first-search
2889,924,breadth-first-search
2890,924,union-find
2891,924,graph
2892,925,two-pointers
2893,925,string
2894,926,string
2895,926,dynamic-programming
2896,927,array
2897,927,math
2898,928,array
2899,928,hash-table
2900,928,depth-first-search
2901,928,breadth-first-search
2902,928,union-find
2903,928,graph
2904,929,array
2905,929,hash-table
2906,929,string
2907,930,array
2908,930,hash-table
2909,930,sliding-window
2910,930,prefix-sum
2911,931,array
2912,931,dynamic-programming
2913,931,matrix
2914,932,array
2915,932,math
2916,932,divide-and-conquer
2917,933,design
2918,933,queue
2919,933,data-stream
2920,934,array
2921,934,depth-first-search
2922,934,breadth-first-search
2923,934,matrix
2924,935,dynamic-programming
2925,936,string
2926,936,stack
2927,936,greedy
2928,936,queue
2929,937,array
2930,937,string
2931,937,sorting
2932,938,tree
2933,938,depth-first-search
2934,938,binary-search-tree
2935,938,binary-tree
2936,939,array
2937,939,hash-table
2938,939,math
2939,939,geometry
2940,939,sorting
2941,940,string
2942,940,dynamic-programming
2943,941,array
2944,942,array
2945,942,two-pointers
2946,942,string
2947,942,greedy
2948,943,array
2949,943,string
2950,943,dynamic-programming
2951,943,bit-manipulation
2952,943,bitmask
2953,944,array
2954,944,string
2955,945,array
2956,945,greedy
2957,945,sorting
2958,945,counting
2959,946,array
2960,946,stack
2961,946,simulation
2962,947,hash-table
2963,947,depth-first-search
2964,947,union-find
2965,947,graph
2966,948,array
2967,948,two-pointers
2968,948,greedy
2969,948,sorting
2970,949,array
2971,949,string
2972,949,enumeration
2973,950,array
2974,950,queue
2975,950,sorting
2976,950,simulation
2977,951,tree
2978,951,depth-first-search
2979,951,binary-tree
2980,952,array
2981,952,hash-table
2982,952,math
2983,952,union-find
2984,952,number-theory
2985,953,array
2986,953,hash-table
2987,953,string
2988,954,array
2989,954,hash-table
2990,954,greedy
2991,954,sorting
2992,955,array
2993,955,string
2994,955,greedy
2995,956,array
2996,956,dynamic-programming
2997,957,array
2998,957,hash-table
2999,957,math
3000,957,bit-manipulation
3001,958,tree
3002,958,breadth-first-search
3003,958,binary-tree
3004,959,array
3005,959,hash-table
3006,959,depth-first-search
3007,959,breadth-first-search
3008,959,union-find
3009,959,matrix
3010,960,array
3011,960,string
3012,960,dynamic-programming
3013,961,array
3014,961,hash-table
3015,962,array
3016,962,stack
3017,962,monotonic-stack
3018,963,array
3019,963,math
3020,963,geometry
3021,964,math
3022,964,dynamic-programming
3023,964,memoization
3024,965,tree
3025,965,depth-first-search
3026,965,breadth-first-search
3027,965,binary-tree
3028,966,array
3029,966,hash-table
3030,966,string
3031,967,backtracking
3032,967,breadth-first-search
3033,968,dynamic-programming
3034,968,tree
3035,968,depth-first-search
3036,968,binary-tree
3037,969,array
3038,969,two-pointers
3039,969,greedy
3040,969,sorting
3041,970,hash-table
3042,970,math
3043,970,enumeration
3044,971,tree
3045,971,depth-first-search
3046,971,binary-tree
3047,972,math
3048,972,string
3049,973,array
3050,973,math
3051,973,divide-and-conquer
3052,973,geometry
3053,973,sorting
3054,973,heap-priority-queue
3055,973,quickselect
3056,974,array
3057,974,hash-table
3058,974,prefix-sum
3059,975,array
3060,975,dynamic-programming
3061,975,stack
3062,975,monotonic-stack
3063,975,ordered-set
3064,976,array
3065,976,math
3066,976,greedy
3067,976,sorting
3068,977,array
3069,977,two-pointers
3070,977,sorting
3071,978,array
3072,978,dynamic-programming
3073,978,sliding-window
3074,979,tree
3075,979,depth-first-search
3076,979,binary-tree
3077,980,array
3078,980,backtracking
3079,980,bit-manipulation
3080,980,matrix
3081,981,hash-table
3082,981,string
3083,981,binary-search
3084,981,design
3085,982,array
3086,982,hash-table
3087,982,bit-manipulation
3088,983,array
3089,983,dynamic-programming
3090,984,string
3091,984,greedy
3092,985,array
3093,985,simulation
3094,986,array
3095,986,two-pointers
3096,987,hash-table
3097,987,tree
3098,987,depth-first-search
3099,987,breadth-first-search
3100,987,binary-tree
3101,988,string
3102,988,tree
3103,988,depth-first-search
3104,988,binary-tree
3105,989,array
3106,989,math
3107,990,array
3108,990,string
3109,990,union-find
3110,990,graph
3111,991,math
3112,991,greedy
3113,992,array
3114,992,hash-table
3115,992,sliding-window
3116,992,counting
3117,993,tree
3118,993,depth-first-search
3119,993,breadth-first-search
3120,993,binary-tree
3121,994,array
3122,994,breadth-first-search
3123,994,matrix
3124,995,array
3125,995,bit-manipulation
3126,995,queue
3127,995,sliding-window
3128,995,prefix-sum
3129,996,array
3130,996,math
3131,996,dynamic-programming
3132,996,backtracking
3133,996,bit-manipulation
3134,996,bitmask
3135,997,array
3136,997,hash-table
3137,997,graph
3138,998,tree
3139,998,binary-tree
3140,999,array
3141,999,matrix
3142,999,simulation
3143,1000,array
3144,1000,dynamic-programming
3145,1000,prefix-sum
3146,1001,array
3147,1001,hash-table
3148,1002,array
3149,1002,hash-table
3150,1002,string
3151,1003,string
3152,1003,stack
3153,1004,array
3154,1004,binary-search
3155,1004,sliding-window
3156,1004,prefix-sum
3157,1005,array
3158,1005,greedy
3159,1005,sorting
3160,1006,math
3161,1006,stack
3162,1006,simulation
3163,1007,array
3164,1007,greedy
3165,1008,array
3166,1008,stack
3167,1008,tree
3168,1008,binary-search-tree
3169,1008,monotonic-stack
3170,1008,binary-tree
3171,1009,bit-manipulation
3172,1010,array
3173,1010,hash-table
3174,1010,counting
3175,1011,array
3176,1011,binary-search
3177,1012,math
3178,1012,dynamic-programming
3179,1013,array
3180,1013,greedy
3181,1014,array
3182,1014,dynamic-programming
3183,1015,hash-table
3184,1015,math
3185,1016,string
3186,1017,math
3187,1018,array
3188,1018,bit-manipulation
3189,1019,array
3190,1019,linked-list
3191,1019,stack
3192,1019,monotonic-stack
3193,1020,array
3194,1020,depth-first-search
3195,1020,breadth-first-search
3196,1020,union-find
3197,1020,matrix
3198,1021,string
3199,1021,stack
3200,1022,tree
3201,1022,depth-first-search
3202,1022,binary-tree
3203,1023,array
3204,1023,two-pointers
3205,1023,string
3206,1023,trie
3207,1023,string-matching
3208,1024,array
3209,1024,dynamic-programming
3210,1024,greedy
3211,1025,math
3212,1025,dynamic-programming
3213,1025,brainteaser
3214,1025,game-theory
3215,1026,tree
3216,1026,depth-first-search
3217,1026,binary-tree
3218,1027,array
3219,1027,hash-table
3220,1027,binary-search
3221,1027,dynamic-programming
3222,1028,string
3223,1028,tree
3224,1028,depth-first-search
3225,1028,binary-tree
3226,1029,array
3227,1029,greedy
3228,1029,sorting
3229,1030,array
3230,1030,math
3231,1030,geometry
3232,1030,sorting
3233,1030,matrix
3234,1031,array
3235,1031,dynamic-programming
3236,1031,sliding-window
3237,1032,array
3238,1032,string
3239,1032,design
3240,1032,trie
3241,1032,data-stream
3242,1033,math
3243,1033,brainteaser
3244,1034,array
3245,1034,depth-first-search
3246,1034,breadth-first-search
3247,1034,matrix
3248,1035,array
3249,1035,dynamic-programming
3250,1036,array
3251,1036,hash-table
3252,1036,depth-first-search
3253,1036,breadth-first-search
3254,1037,array
3255,1037,math
3256,1037,geometry
3257,1038,tree
3258,1038,depth-first-search
3259,1038,binary-search-tree
3260,1038,binary-tree
3261,1039,array
3262,1039,dynamic-programming
3263,1040,array
3264,1040,math
3265,1040,two-pointers
3266,1040,sorting
3267,1041,math
3268,1041,string
3269,1041,simulation
3270,1042,depth-first-search
3271,1042,breadth-first-search
3272,1042,graph
3273,1043,array
3274,1043,dynamic-programming
3275,1044,string
3276,1044,binary-search
3277,1044,sliding-window
3278,1044,rolling-hash
3279,1044,suffix-array
3280,1044,hash-function
3281,1045,database
3282,1046,array
3283,1046,heap-priority-queue
3284,1047,string
3285,1047,stack
3286,1048,array
3287,1048,hash-table
3288,1048,two-pointers
3289,1048,string
3290,1048,dynamic-programming
3291,1049,array
3292,1049,dynamic-programming
3293,1050,database
3294,1051,array
3295,1051,sorting
3296,1051,counting-sort
3297,1052,array
3298,1052,sliding-window
3299,1053,array
3300,1053,greedy
3301,1054,array
3302,1054,hash-table
3303,1054,greedy
3304,1054,sorting
3305,1054,heap-priority-queue
3306,1054,counting
3307,1055,two-pointers
3308,1055,string
3309,1055,greedy
3310,1056,math
3311,1057,array
3312,1057,greedy
3313,1057,sorting
3314,1058,array
3315,1058,math
3316,1058,string
3317,1058,greedy
3318,1059,depth-first-search
3319,1059,graph
3320,1060,array
3321,1060,binary-search
3322,1061,string
3323,1061,union-find
3324,1062,string
3325,1062,binary-search
3326,1062,dynamic-programming
3327,1062,rolling-hash
3328,1062,suffix-array
3329,1062,hash-function
3330,1063,array
3331,1063,stack
3332,1063,monotonic-stack
3333,1064,array
3334,1064,binary-search
3335,1065,array
3336,1065,string
3337,1065,trie
3338,1065,sorting
3339,1066,array
3340,1066,dynamic-programming
3341,1066,backtracking
3342,1066,bit-manipulation
3343,1066,bitmask
3344,1067,math
3345,1067,dynamic-programming
3346,1068,database
3347,1069,database
3348,1070,database
3349,1071,math
3350,1071,string
3351,1072,array
3352,1072,hash-table
3353,1072,matrix
3354,1073,array
3355,1073,math
3356,1074,array
3357,1074,hash-table
3358,1074,matrix
3359,1074,prefix-sum
3360,1075,database
3361,1076,database
3362,1077,database
3363,1078,string
3364,1079,hash-table
3365,1079,string
3366,1079,backtracking
3367,1079,counting
3368,1080,tree
3369,1080,depth-first-search
3370,1080,binary-tree
3371,1081,string
3372,1081,stack
3373,1081,greedy
3374,1081,monotonic-stack
3375,1082,database
3376,1083,database
3377,1084,database
3378,1085,array
3379,1085,math
3380,1086,array
3381,1086,hash-table
3382,1086,sorting
3383,1086,heap-priority-queue
3384,1087,string
3385,1087,backtracking
3386,1087,breadth-first-search
3387,1088,math
3388,1088,backtracking
3389,1089,array
3390,1089,two-pointers
3391,1090,array
3392,1090,hash-table
3393,1090,greedy
3394,1090,sorting
3395,1090,counting
3396,1091,array
3397,1091,breadth-first-search
3398,1091,matrix
3399,1092,string
3400,1092,dynamic-programming
3401,1093,array
3402,1093,math
3403,1093,probability-and-statistics
3404,1094,array
3405,1094,sorting
3406,1094,heap-priority-queue
3407,1094,simulation
3408,1094,prefix-sum
3409,1095,array
3410,1095,binary-search
3411,1095,interactive
3412,1096,string
3413,1096,backtracking
3414,1096,stack
3415,1096,breadth-first-search
3416,1097,database
3417,1098,database
3418,1099,array
3419,1099,two-pointers
3420,1099,binary-search
3421,1099,sorting
3422,1100,hash-table
3423,1100,string
3424,1100,sliding-window
3425,1101,array
3426,1101,union-find
3427,1101,sorting
3428,1102,array
3429,1102,binary-search
3430,1102,depth-first-search
3431,1102,breadth-first-search
3432,1102,union-find
3433,1102,heap-priority-queue
3434,1102,matrix
3435,1103,math
3436,1103,simulation
3437,1104,math
3438,1104,tree
3439,1104,binary-tree
3440,1105,array
3441,1105,dynamic-programming
3442,1106,string
3443,1106,stack
3444,1106,recursion
3445,1107,database
3446,1108,string
3447,1109,array
3448,1109,prefix-sum
3449,1110,array
3450,1110,hash-table
3451,1110,tree
3452,1110,depth-first-search
3453,1110,binary-tree
3454,1111,string
3455,1111,stack
3456,1112,database
3457,1113,database
3458,1114,concurrency
3459,1115,concurrency
3460,1116,concurrency
3461,1117,concurrency
3462,1118,math
3463,1119,string
3464,1120,tree
3465,1120,depth-first-search
3466,1120,binary-tree
3467,1121,array
3468,1121,counting
3469,1122,array
3470,1122,hash-table
3471,1122,sorting
3472,1122,counting-sort
3473,1123,hash-table
3474,1123,tree
3475,1123,depth-first-search
3476,1123,breadth-first-search
3477,1123,binary-tree
3478,1124,array
3479,1124,hash-table
3480,1124,stack
3481,1124,monotonic-stack
3482,1124,prefix-sum
3483,1125,array
3484,1125,dynamic-programming
3485,1125,bit-manipulation
3486,1125,bitmask
3487,1126,database
3488,1127,database
3489,1128,array
3490,1128,hash-table
3491,1128,counting
3492,1129,breadth-first-search
3493,1129,graph
3494,1130,array
3495,1130,dynamic-programming
3496,1130,stack
3497,1130,greedy
3498,1130,monotonic-stack
3499,1131,array
3500,1131,math
3501,1132,database
3502,1133,array
3503,1133,hash-table
3504,1133,sorting
3505,1134,math
3506,1135,union-find
3507,1135,graph
3508,1135,heap-priority-queue
3509,1135,minimum-spanning-tree
3510,1136,graph
3511,1136,topological-sort
3512,1137,math
3513,1137,dynamic-programming
3514,1137,memoization
3515,1138,hash-table
3516,1138,string
3517,1139,array
3518,1139,dynamic-programming
3519,1139,matrix
3520,1140,array
3521,1140,math
3522,1140,dynamic-programming
3523,1140,prefix-sum
3524,1140,game-theory
3525,1141,database
3526,1142,database
3527,1143,string
3528,1143,dynamic-programming
3529,1144,array
3530,1144,greedy
3531,1145,tree
3532,1145,depth-first-search
3533,1145,binary-tree
3534,1146,array
3535,1146,hash-table
3536,1146,binary-search
3537,1146,design
3538,1147,two-pointers
3539,1147,string
3540,1147,dynamic-programming
3541,1147,greedy
3542,1147,rolling-hash
3543,1147,hash-function
3544,1148,database
3545,1149,database
3546,1150,array
3547,1150,binary-search
3548,1151,array
3549,1151,sliding-window
3550,1152,array
3551,1152,hash-table
3552,1152,sorting
3553,1153,hash-table
3554,1153,string
3555,1154,math
3556,1154,string
3557,1155,dynamic-programming
3558,1156,hash-table
3559,1156,string
3560,1156,sliding-window
3561,1157,array
3562,1157,binary-search
3563,1157,design
3564,1157,binary-indexed-tree
3565,1157,segment-tree
3566,1158,database
3567,1159,database
3568,1160,array
3569,1160,hash-table
3570,1160,string
3571,1161,tree
3572,1161,depth-first-search
3573,1161,breadth-first-search
3574,1161,binary-tree
3575,1162,array
3576,1162,dynamic-programming
3577,1162,breadth-first-search
3578,1162,matrix
3579,1163,two-pointers
3580,1163,string
3581,1164,database
3582,1165,hash-table
3583,1165,string
3584,1166,hash-table
3585,1166,string
3586,1166,design
3587,1166,trie
3588,1167,array
3589,1167,greedy
3590,1167,heap-priority-queue
3591,1168,union-find
3592,1168,graph
3593,1168,heap-priority-queue
3594,1168,minimum-spanning-tree
3595,1169,array
3596,1169,hash-table
3597,1169,string
3598,1169,sorting
3599,1170,array
3600,1170,hash-table
3601,1170,string
3602,1170,binary-search
3603,1170,sorting
3604,1171,hash-table
3605,1171,linked-list
3606,1172,hash-table
3607,1172,stack
3608,1172,design
3609,1172,heap-priority-queue
3610,1173,database
3611,1174,database
3612,1175,math
3613,1176,array
3614,1176,sliding-window
3615,1177,array
3616,1177,hash-table
3617,1177,string
3618,1177,bit-manipulation
3619,1177,prefix-sum
3620,1178,array
3621,1178,hash-table
3622,1178,string
3623,1178,bit-manipulation
3624,1178,trie
3625,1179,database
3626,1180,math
3627,1180,string
3628,1181,array
3629,1181,hash-table
3630,1181,string
3631,1181,sorting
3632,1182,array
3633,1182,binary-search
3634,1182,dynamic-programming
3635,1183,greedy
3636,1183,heap-priority-queue
3637,1184,array
3638,1185,math
3639,1186,array
3640,1186,dynamic-programming
3641,1187,array
3642,1187,binary-search
3643,1187,dynamic-programming
3644,1187,sorting
3645,1188,concurrency
3646,1189,hash-table
3647,1189,string
3648,1189,counting
3649,1190,string
3650,1190,stack
3651,1191,array
3652,1191,dynamic-programming
3653,1192,depth-first-search
3654,1192,graph
3655,1192,biconnected-component
3656,1193,database
3657,1194,database
3658,1195,concurrency
3659,1196,array
3660,1196,greedy
3661,1196,sorting
3662,1197,breadth-first-search
3663,1198,array
3664,1198,hash-table
3665,1198,binary-search
3666,1198,matrix
3667,1198,counting
3668,1199,array
3669,1199,math
3670,1199,greedy
3671,1199,heap-priority-queue
3672,1200,array
3673,1200,sorting
3674,1201,math
3675,1201,binary-search
3676,1201,combinatorics
3677,1201,number-theory
3678,1202,array
3679,1202,hash-table
3680,1202,string
3681,1202,depth-first-search
3682,1202,breadth-first-search
3683,1202,union-find
3684,1202,sorting
3685,1203,depth-first-search
3686,1203,breadth-first-search
3687,1203,graph
3688,1203,topological-sort
3689,1204,database
3690,1205,database
3691,1206,linked-list
3692,1206,design
3693,1207,array
3694,1207,hash-table
3695,1208,string
3696,1208,binary-search
3697,1208,sliding-window
3698,1208,prefix-sum
3699,1209,string
3700,1209,stack
3701,1210,array
3702,1210,breadth-first-search
3703,1210,matrix
3704,1211,database
3705,1212,database
3706,1213,array
3707,1213,hash-table
3708,1213,binary-search
3709,1213,counting
3710,1214,two-pointers
3711,1214,binary-search
3712,1214,stack
3713,1214,tree
3714,1214,depth-first-search
3715,1214,binary-search-tree
3716,1214,binary-tree
3717,1215,backtracking
3718,1215,breadth-first-search
3719,1216,string
3720,1216,dynamic-programming
3721,1217,array
3722,1217,math
3723,1217,greedy
3724,1218,array
3725,1218,hash-table
3726,1218,dynamic-programming
3727,1219,array
3728,1219,backtracking
3729,1219,matrix
3730,1220,dynamic-programming
3731,1221,string
3732,1221,greedy
3733,1221,counting
3734,1222,array
3735,1222,matrix
3736,1222,simulation
3737,1223,array
3738,1223,dynamic-programming
3739,1224,array
3740,1224,hash-table
3741,1225,database
3742,1226,concurrency
3743,1227,math
3744,1227,dynamic-programming
3745,1227,brainteaser
3746,1227,probability-and-statistics
3747,1228,array
3748,1228,math
3749,1229,array
3750,1229,two-pointers
3751,1229,sorting
3752,1230,array
3753,1230,math
3754,1230,dynamic-programming
3755,1230,probability-and-statistics
3756,1231,array
3757,1231,binary-search
3758,1232,array
3759,1232,math
3760,1232,geometry
3761,1233,array
3762,1233,string
3763,1233,depth-first-search
3764,1233,trie
3765,1234,string
3766,1234,sliding-window
3767,1235,array
3768,1235,binary-search
3769,1235,dynamic-programming
3770,1235,sorting
3771,1236,string
3772,1236,depth-first-search
3773,1236,breadth-first-search
3774,1236,interactive
3775,1237,math
3776,1237,two-pointers
3777,1237,binary-search
