QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
684,Redundant Connection,redundant-connection,Medium,62.82202261786233,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
685,Redundant Connection II,redundant-connection-ii,Hard,34.41544947155919,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
686,Repeated String Match,repeated-string-match,Medium,34.98381938748911,False,"string,string-matching",algorithms
687,Longest Univalue Path,longest-univalue-path,Medium,41.45953329538987,False,"tree,depth-first-search,binary-tree",algorithms
688,Knight Probability in Chessboard,knight-probability-in-chessboard,Medium,56.1761417641125,False,dynamic-programming,algorithms
689,Maximum Sum of 3 Non-Overlapping Subarrays,maximum-sum-of-3-non-overlapping-subarrays,Hard,49.9098553738041,False,"array,dynamic-programming",algorithms
690,Employee Importance,employee-importance,Medium,66.79422513804673,False,"array,hash-table,tree,depth-first-search,breadth-first-search",algorithms
691,Stickers to Spell Word,stickers-to-spell-word,Hard,48.486324220993026,False,"array,string,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
692,Top K Frequent Words,top-k-frequent-words,Medium,57.97841622753194,False,"hash-table,string,trie,sorting,heap-priority-queue,bucket-sort,counting",algorithms
693,Binary Number with Alternating Bits,binary-number-with-alternating-bits,Easy,62.383722299413606,False,bit-manipulation,algorithms
694,Number of Distinct Islands,number-of-distinct-islands,Medium,61.22982618625187,True,"hash-table,depth-first-search,breadth-first-search,union-find,hash-function",algorithms
695,Max Area of Island,max-area-of-island,Medium,71.95696877797776,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
696,Count Binary Substrings,count-binary-substrings,Easy,65.55456824600932,False,"two-pointers,string",algorithms
697,Degree of an Array,degree-of-an-array,Easy,56.55531312182917,False,"array,hash-table",algorithms
698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,Medium,38.413149086362516,False,"array,dynamic-programming,backtracking,bit-manipulation,memoization,bitmask",algorithms
699,Falling Squares,falling-squares,Hard,44.900881244992924,False,"array,segment-tree,ordered-set",algorithms
700,Search in a Binary Search Tree,search-in-a-binary-search-tree,Easy,79.63273042611812,False,"tree,binary-search-tree,binary-tree",algorithms
701,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,Medium,73.77090262906091,False,"tree,binary-search-tree,binary-tree",algorithms
702,Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,Medium,72.09991217493562,True,"array,binary-search,interactive",algorithms
703,Kth Largest Element in a Stream,kth-largest-element-in-a-stream,Easy,56.76878059161524,False,"tree,design,binary-search-tree,heap-priority-queue,binary-tree,data-stream",algorithms
704,Binary Search,binary-search,Easy,57.44998057557199,False,"array,binary-search",algorithms
705,Design HashSet,design-hashset,Easy,66.88290200935054,False,"array,hash-table,linked-list,design,hash-function",algorithms
706,Design HashMap,design-hashmap,Easy,65.61663878645888,False,"array,hash-table,linked-list,design,hash-function",algorithms
707,Design Linked List,design-linked-list,Medium,28.173685692729716,False,"linked-list,design",algorithms
708,Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,Medium,36.03842766929985,True,linked-list,algorithms
709,To Lower Case,to-lower-case,Easy,83.31490059331738,False,string,algorithms
710,Random Pick with Blacklist,random-pick-with-blacklist,Hard,33.43250458331993,False,"array,hash-table,math,binary-search,sorting,randomized",algorithms
711,Number of Distinct Islands II,number-of-distinct-islands-ii,Hard,52.92900120336943,True,"hash-table,depth-first-search,breadth-first-search,union-find,hash-function",algorithms
712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,Medium,65.06784316230348,False,"string,dynamic-programming",algorithms
713,Subarray Product Less Than K,subarray-product-less-than-k,Medium,51.30548034850448,False,"array,sliding-window",algorithms
714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,Medium,68.48507194693613,False,"array,dynamic-programming,greedy",algorithms
715,Range Module,range-module,Hard,44.09514544826937,False,"design,segment-tree,ordered-set",algorithms
716,Max Stack,max-stack,Hard,45.02432313350298,True,"linked-list,stack,design,doubly-linked-list,ordered-set",algorithms
717,1-bit and 2-bit Characters,1-bit-and-2-bit-characters,Easy,45.262386696653714,False,array,algorithms
718,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,Medium,50.94440530491975,False,"array,binary-search,dynamic-programming,sliding-window,rolling-hash,hash-function",algorithms
719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,Hard,37.90623709386935,False,"array,two-pointers,binary-search,sorting",algorithms
720,Longest Word in Dictionary,longest-word-in-dictionary,Medium,52.36294435669605,False,"array,hash-table,string,trie,sorting",algorithms
721,Accounts Merge,accounts-merge,Medium,57.114489847567505,False,"array,hash-table,string,depth-first-search,breadth-first-search,union-find,sorting",algorithms
722,Remove Comments,remove-comments,Medium,38.58169611038265,False,"array,string",algorithms
723,Candy Crush,candy-crush,Medium,76.89776030090614,True,"array,two-pointers,matrix,simulation",algorithms
724,Find Pivot Index,find-pivot-index,Easy,57.477339810354124,False,"array,prefix-sum",algorithms
725,Split Linked List in Parts,split-linked-list-in-parts,Medium,64.01551828337114,False,linked-list,algorithms
726,Number of Atoms,number-of-atoms,Hard,52.81589223659226,False,"hash-table,string,stack,sorting",algorithms
727,Minimum Window Subsequence,minimum-window-subsequence,Hard,43.40342429362576,True,"string,dynamic-programming,sliding-window",algorithms
728,Self Dividing Numbers,self-dividing-numbers,Easy,78.52600599699173,False,math,algorithms
729,My Calendar I,my-calendar-i,Medium,56.55407731405544,False,"binary-search,design,segment-tree,ordered-set",algorithms
730,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,Hard,45.360426581616125,False,"string,dynamic-programming",algorithms
731,My Calendar II,my-calendar-ii,Medium,55.36914625159115,False,"binary-search,design,segment-tree,ordered-set",algorithms
732,My Calendar III,my-calendar-iii,Hard,71.580468257326,False,"binary-search,design,segment-tree,ordered-set",algorithms
733,Flood Fill,flood-fill,Easy,63.85591418123931,False,"array,depth-first-search,breadth-first-search,matrix",algorithms
734,Sentence Similarity,sentence-similarity,Easy,44.27453292947704,True,"array,hash-table,string",algorithms
735,Asteroid Collision,asteroid-collision,Medium,44.51105672430924,False,"array,stack,simulation",algorithms
736,Parse Lisp Expression,parse-lisp-expression,Hard,51.75308641975309,False,"hash-table,string,stack,recursion",algorithms
737,Sentence Similarity II,sentence-similarity-ii,Medium,49.937008988604994,True,"array,hash-table,string,depth-first-search,breadth-first-search,union-find",algorithms
738,Monotone Increasing Digits,monotone-increasing-digits,Medium,48.03398609659685,False,"math,greedy",algorithms
739,Daily Temperatures,daily-temperatures,Medium,66.00566924520834,False,"array,stack,monotonic-stack",algorithms
740,Delete and Earn,delete-and-earn,Medium,56.4928602993513,False,"array,hash-table,dynamic-programming",algorithms
741,Cherry Pickup,cherry-pickup,Hard,36.74838241856314,False,"array,dynamic-programming,matrix",algorithms
742,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,Medium,46.23425029372443,True,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
743,Network Delay Time,network-delay-time,Medium,53.72085126281041,False,"depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
744,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,Easy,52.007931648242156,False,"array,binary-search",algorithms
745,Prefix and Suffix Search,prefix-and-suffix-search,Hard,41.02075664358466,False,"hash-table,string,design,trie",algorithms
746,Min Cost Climbing Stairs,min-cost-climbing-stairs,Easy,65.62939697920413,False,"array,dynamic-programming",algorithms
747,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,Easy,48.808431893153106,False,"array,sorting",algorithms
748,Shortest Completing Word,shortest-completing-word,Easy,59.90827164467332,False,"array,hash-table,string",algorithms
749,Contain Virus,contain-virus,Hard,50.84278901496464,False,"array,depth-first-search,breadth-first-search,matrix,simulation",algorithms
750,Number Of Corner Rectangles,number-of-corner-rectangles,Medium,67.71396277065452,True,"array,math,dynamic-programming,matrix",algorithms
751,IP to CIDR,ip-to-cidr,Medium,55.16434670721721,True,"string,bit-manipulation",algorithms
752,Open the Lock,open-the-lock,Medium,60.2484936438769,False,"array,hash-table,string,breadth-first-search",algorithms
753,Cracking the Safe,cracking-the-safe,Hard,56.80903835637841,False,"depth-first-search,graph,eulerian-circuit",algorithms
754,Reach a Number,reach-a-number,Medium,43.005185506269164,False,"math,binary-search",algorithms
755,Pour Water,pour-water,Medium,46.798788059404956,True,"array,simulation",algorithms
756,Pyramid Transition Matrix,pyramid-transition-matrix,Medium,52.6840490797546,False,"bit-manipulation,depth-first-search,breadth-first-search",algorithms
757,Set Intersection Size At Least Two,set-intersection-size-at-least-two,Hard,44.41672351622648,False,"array,greedy,sorting",algorithms
758,Bold Words in String,bold-words-in-string,Medium,51.41906813162846,True,"array,hash-table,string,trie,string-matching",algorithms
759,Employee Free Time,employee-free-time,Hard,72.1101070294429,True,"array,sorting,heap-priority-queue",algorithms
760,Find Anagram Mappings,find-anagram-mappings,Easy,83.61989599144044,True,"array,hash-table",algorithms
761,Special Binary String,special-binary-string,Hard,61.057966876070815,False,"string,recursion",algorithms
762,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,Easy,69.36302344637235,False,"math,bit-manipulation",algorithms
763,Partition Labels,partition-labels,Medium,79.82692223699846,False,"hash-table,two-pointers,string,greedy",algorithms
764,Largest Plus Sign,largest-plus-sign,Medium,48.187234608321354,False,"array,dynamic-programming",algorithms
765,Couples Holding Hands,couples-holding-hands,Hard,57.20636295996307,False,"greedy,depth-first-search,breadth-first-search,union-find,graph",algorithms
766,Toeplitz Matrix,toeplitz-matrix,Easy,68.92765267199756,False,"array,matrix",algorithms
767,Reorganize String,reorganize-string,Medium,54.56123978394276,False,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
768,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,Hard,53.210570369484635,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
769,Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium,58.3337525221192,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
770,Basic Calculator IV,basic-calculator-iv,Hard,55.34084809447128,False,"hash-table,math,string,stack,recursion",algorithms
771,Jewels and Stones,jewels-and-stones,Easy,88.55476091468933,False,"hash-table,string",algorithms
772,Basic Calculator III,basic-calculator-iii,Hard,50.57412264924967,True,"math,string,stack,recursion",algorithms
773,Sliding Puzzle,sliding-puzzle,Hard,64.72442139527186,False,"array,breadth-first-search,matrix",algorithms
774,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,Hard,52.24695796460177,True,"array,binary-search",algorithms
775,Global and Local Inversions,global-and-local-inversions,Medium,42.47094274644856,False,"array,math",algorithms
776,Split BST,split-bst,Medium,82.76310193280091,True,"tree,binary-search-tree,recursion,binary-tree",algorithms
777,Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium,36.79463830407227,False,"two-pointers,string",algorithms
778,Swim in Rising Water,swim-in-rising-water,Hard,60.68407445908189,False,"array,binary-search,depth-first-search,breadth-first-search,union-find,heap-priority-queue,matrix",algorithms
779,K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium,46.47037998034183,False,"math,bit-manipulation,recursion",algorithms
780,Reaching Points,reaching-points,Hard,33.164424341028266,False,math,algorithms
781,Rabbits in Forest,rabbits-in-forest,Medium,53.356499015300706,False,"array,hash-table,math,greedy",algorithms
782,Transform to Chessboard,transform-to-chessboard,Hard,50.89755898868232,False,"array,math,bit-manipulation,matrix",algorithms
783,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,Easy,59.52470104795234,False,"tree,depth-first-search,breadth-first-search,binary-search-tree,binary-tree",algorithms
784,Letter Case Permutation,letter-case-permutation,Medium,74.16670395060623,False,"string,backtracking,bit-manipulation",algorithms
785,Is Graph Bipartite?,is-graph-bipartite,Medium,55.59634743295767,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
786,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,Medium,53.855101782779116,False,"array,two-pointers,binary-search,sorting,heap-priority-queue",algorithms
787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium,39.28734797500128,False,"dynamic-programming,depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
788,Rotated Digits,rotated-digits,Medium,56.409421759269144,False,"math,dynamic-programming",algorithms
789,Escape The Ghosts,escape-the-ghosts,Medium,61.749810078500886,False,"array,math",algorithms
790,Domino and Tromino Tiling,domino-and-tromino-tiling,Medium,50.67708803124841,False,dynamic-programming,algorithms
791,Custom Sort String,custom-sort-string,Medium,70.64310004618162,False,"hash-table,string,sorting",algorithms
792,Number of Matching Subsequences,number-of-matching-subsequences,Medium,51.06294289287203,False,"array,hash-table,string,binary-search,dynamic-programming,trie,sorting",algorithms
793,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,Hard,44.19010246348376,False,"math,binary-search",algorithms
794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium,34.74515693047004,False,"array,matrix",algorithms
795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium,53.15401314877827,False,"array,two-pointers",algorithms
796,Rotate String,rotate-string,Easy,58.03614344777929,False,"string,string-matching",algorithms
797,All Paths From Source to Target,all-paths-from-source-to-target,Medium,82.42697666072824,False,"backtracking,depth-first-search,breadth-first-search,graph",algorithms
798,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,Hard,51.18198874296436,False,"array,prefix-sum",algorithms
799,Champagne Tower,champagne-tower,Medium,58.12055983969883,False,dynamic-programming,algorithms
800,Similar RGB Color,similar-rgb-color,Easy,67.36747318142667,True,"math,string,enumeration",algorithms
801,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,Hard,39.899127733050626,False,"array,dynamic-programming",algorithms
802,Find Eventual Safe States,find-eventual-safe-states,Medium,62.43545015930339,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
803,Bricks Falling When Hit,bricks-falling-when-hit,Hard,34.699273730760794,False,"array,union-find,matrix",algorithms
804,Unique Morse Code Words,unique-morse-code-words,Easy,82.82525167049477,False,"array,hash-table,string",algorithms
805,Split Array With Same Average,split-array-with-same-average,Hard,25.39172474687163,False,"array,math,dynamic-programming,bit-manipulation,bitmask",algorithms
806,Number of Lines To Write String,number-of-lines-to-write-string,Easy,68.23846442306854,False,"array,string",algorithms
807,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,Medium,86.08061127838248,False,"array,greedy,matrix",algorithms
808,Soup Servings,soup-servings,Medium,54.026055048884004,False,"math,dynamic-programming,probability-and-statistics",algorithms
809,Expressive Words,expressive-words,Medium,46.099782734357866,False,"array,two-pointers,string",algorithms
810,Chalkboard XOR Game,chalkboard-xor-game,Hard,59.330090029637084,False,"array,math,bit-manipulation,brainteaser,game-theory",algorithms
811,Subdomain Visit Count,subdomain-visit-count,Medium,76.1648517765411,False,"array,hash-table,string,counting",algorithms
812,Largest Triangle Area,largest-triangle-area,Easy,60.501511008778245,False,"array,math,geometry",algorithms
813,Largest Sum of Averages,largest-sum-of-averages,Medium,53.457191139714446,False,"array,dynamic-programming,prefix-sum",algorithms
814,Binary Tree Pruning,binary-tree-pruning,Medium,72.165290342627,False,"tree,depth-first-search,binary-tree",algorithms
815,Bus Routes,bus-routes,Hard,47.910299767199014,False,"array,hash-table,breadth-first-search",algorithms
816,Ambiguous Coordinates,ambiguous-coordinates,Medium,56.6989846553172,False,"string,backtracking,enumeration",algorithms
817,Linked List Components,linked-list-components,Medium,56.84343371854198,False,"array,hash-table,linked-list",algorithms
818,Race Car,race-car,Hard,43.63597975095892,False,dynamic-programming,algorithms
819,Most Common Word,most-common-word,Easy,44.34363297052893,False,"array,hash-table,string,counting",algorithms
820,Short Encoding of Words,short-encoding-of-words,Medium,60.450458392101545,False,"array,hash-table,string,trie",algorithms
821,Shortest Distance to a Character,shortest-distance-to-a-character,Easy,71.52833208164421,False,"array,two-pointers,string",algorithms
822,Card Flipping Game,card-flipping-game,Medium,47.2683062739039,False,"array,hash-table",algorithms
823,Binary Trees With Factors,binary-trees-with-factors,Medium,52.91657651202634,False,"array,hash-table,dynamic-programming,sorting",algorithms
824,Goat Latin,goat-latin,Easy,68.1596906899065,False,string,algorithms
825,Friends Of Appropriate Ages,friends-of-appropriate-ages,Medium,47.44527155001542,False,"array,two-pointers,binary-search,sorting",algorithms
826,Most Profit Assigning Work,most-profit-assigning-work,Medium,46.344569924428974,False,"array,two-pointers,binary-search,greedy,sorting",algorithms
827,Making A Large Island,making-a-large-island,Hard,47.09735756395934,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
828,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,Hard,52.315637902408206,False,"hash-table,string,dynamic-programming",algorithms
829,Consecutive Numbers Sum,consecutive-numbers-sum,Hard,41.80416217560733,False,"math,enumeration",algorithms
830,Positions of Large Groups,positions-of-large-groups,Easy,52.19913885302315,False,string,algorithms
831,Masking Personal Information,masking-personal-information,Medium,48.58695376177538,False,string,algorithms
832,Flipping an Image,flipping-an-image,Easy,81.84439930477187,False,"array,two-pointers,bit-manipulation,matrix,simulation",algorithms
833,Find And Replace in String,find-and-replace-in-string,Medium,52.708909894691445,False,"array,string,sorting",algorithms
834,Sum of Distances in Tree,sum-of-distances-in-tree,Hard,61.393301095386946,False,"dynamic-programming,tree,depth-first-search,graph",algorithms
835,Image Overlap,image-overlap,Medium,63.6509881504097,False,"array,matrix",algorithms
836,Rectangle Overlap,rectangle-overlap,Easy,44.74548235073812,False,"math,geometry",algorithms
837,New 21 Game,new-21-game,Medium,45.003391766932054,False,"math,dynamic-programming,sliding-window,probability-and-statistics",algorithms
838,Push Dominoes,push-dominoes,Medium,57.116347255663335,False,"two-pointers,string,dynamic-programming",algorithms
839,Similar String Groups,similar-string-groups,Hard,54.84493350996312,False,"array,hash-table,string,depth-first-search,breadth-first-search,union-find",algorithms
840,Magic Squares In Grid,magic-squares-in-grid,Medium,38.92446617240056,False,"array,hash-table,math,matrix",algorithms
841,Keys and Rooms,keys-and-rooms,Medium,72.90618674810574,False,"depth-first-search,breadth-first-search,graph",algorithms
842,Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,Medium,39.030467325114365,False,"string,backtracking",algorithms
843,Guess the Word,guess-the-word,Hard,39.35462831432851,False,"array,math,string,interactive,game-theory",algorithms
844,Backspace String Compare,backspace-string-compare,Easy,49.13658689997664,False,"two-pointers,string,stack,simulation",algorithms
845,Longest Mountain in Array,longest-mountain-in-array,Medium,40.306793186759315,False,"array,two-pointers,dynamic-programming,enumeration",algorithms
846,Hand of Straights,hand-of-straights,Medium,55.84751267723471,False,"array,hash-table,greedy,sorting",algorithms
847,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,Hard,65.49581339391693,False,"dynamic-programming,bit-manipulation,breadth-first-search,graph,bitmask",algorithms
848,Shifting Letters,shifting-letters,Medium,44.78073345301098,False,"array,string,prefix-sum",algorithms
849,Maximize Distance to Closest Person,maximize-distance-to-closest-person,Medium,48.08915212639985,False,array,algorithms
850,Rectangle Area II,rectangle-area-ii,Hard,54.14539227895392,False,"array,segment-tree,line-sweep,ordered-set",algorithms
851,Loud and Rich,loud-and-rich,Medium,59.30990953082264,False,"array,depth-first-search,graph,topological-sort",algorithms
852,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,Medium,68.42966493703618,False,"array,binary-search",algorithms
853,Car Fleet,car-fleet,Medium,50.96207196389383,False,"array,stack,sorting,monotonic-stack",algorithms
854,K-Similar Strings,k-similar-strings,Hard,39.867156091592385,False,"string,breadth-first-search",algorithms
855,Exam Room,exam-room,Medium,43.31964851627773,False,"design,heap-priority-queue,ordered-set",algorithms
856,Score of Parentheses,score-of-parentheses,Medium,64.17807286703182,False,"string,stack",algorithms
857,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,Hard,52.92881427447035,False,"array,greedy,sorting,heap-priority-queue",algorithms
858,Mirror Reflection,mirror-reflection,Medium,62.64378208807365,False,"math,geometry,number-theory",algorithms
859,Buddy Strings,buddy-strings,Easy,33.089331371425665,False,"hash-table,string",algorithms
860,Lemonade Change,lemonade-change,Easy,53.26028989675648,False,"array,greedy",algorithms
861,Score After Flipping Matrix,score-after-flipping-matrix,Medium,74.94826555482318,False,"array,greedy,bit-manipulation,matrix",algorithms
862,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,Hard,26.00362593497702,False,"array,binary-search,queue,sliding-window,heap-priority-queue,prefix-sum,monotonic-queue",algorithms
863,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,Medium,64.38855961261771,False,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
864,Shortest Path to Get All Keys,shortest-path-to-get-all-keys,Hard,53.687134042461814,False,"array,bit-manipulation,breadth-first-search,matrix",algorithms
865,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,Medium,70.53420515338692,False,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
866,Prime Palindrome,prime-palindrome,Medium,25.93097257177666,False,"math,number-theory",algorithms
867,Transpose Matrix,transpose-matrix,Easy,71.39552602873384,False,"array,matrix,simulation",algorithms
868,Binary Gap,binary-gap,Easy,63.328187567097395,False,bit-manipulation,algorithms
869,Reordered Power of 2,reordered-power-of-2,Medium,62.750737093205366,False,"hash-table,math,sorting,counting,enumeration",algorithms
870,Advantage Shuffle,advantage-shuffle,Medium,52.512132570526724,False,"array,two-pointers,greedy,sorting",algorithms
871,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,Hard,40.048322243388384,False,"array,dynamic-programming,greedy,heap-priority-queue",algorithms
872,Leaf-Similar Trees,leaf-similar-trees,Easy,70.15635011589664,False,"tree,depth-first-search,binary-tree",algorithms
873,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,Medium,48.40659088475131,False,"array,hash-table,dynamic-programming",algorithms
874,Walking Robot Simulation,walking-robot-simulation,Medium,39.99232071830819,False,"array,hash-table,simulation",algorithms
875,Koko Eating Bananas,koko-eating-bananas,Medium,48.90219154254194,False,"array,binary-search",algorithms
876,Middle of the Linked List,middle-of-the-linked-list,Easy,78.40772850093373,False,"linked-list,two-pointers",algorithms
877,Stone Game,stone-game,Medium,70.55249615493987,False,"array,math,dynamic-programming,game-theory",algorithms
878,Nth Magical Number,nth-magical-number,Hard,35.354861537888524,False,"math,binary-search",algorithms
879,Profitable Schemes,profitable-schemes,Hard,48.360592202154876,False,"array,dynamic-programming",algorithms
880,Decoded String at Index,decoded-string-at-index,Medium,36.430981756828004,False,"string,stack",algorithms
881,Boats to Save People,boats-to-save-people,Medium,56.67127576413468,False,"array,two-pointers,greedy,sorting",algorithms
882,Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph,Hard,50.2021227503461,False,"graph,heap-priority-queue,shortest-path",algorithms
883,Projection Area of 3D Shapes,projection-area-of-3d-shapes,Easy,72.46943314776063,False,"array,math,geometry,matrix",algorithms
884,Uncommon Words from Two Sentences,uncommon-words-from-two-sentences,Easy,67.23568952994682,False,"hash-table,string",algorithms
885,Spiral Matrix III,spiral-matrix-iii,Medium,74.40525765858533,False,"array,matrix,simulation",algorithms
886,Possible Bipartition,possible-bipartition,Medium,50.563487568116564,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
887,Super Egg Drop,super-egg-drop,Hard,27.65035528389471,False,"math,binary-search,dynamic-programming",algorithms
888,Fair Candy Swap,fair-candy-swap,Easy,61.63062671136474,False,"array,hash-table,binary-search,sorting",algorithms
889,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,Medium,71.36965625730745,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
890,Find and Replace Pattern,find-and-replace-pattern,Medium,76.87327898286586,False,"array,hash-table,string",algorithms
891,Sum of Subsequence Widths,sum-of-subsequence-widths,Hard,37.76602443017252,False,"array,math,sorting",algorithms
892,Surface Area of 3D Shapes,surface-area-of-3d-shapes,Easy,65.78168147187012,False,"array,math,geometry,matrix",algorithms
893,Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings,Medium,71.63019949687006,False,"array,hash-table,string,sorting",algorithms
894,All Possible Full Binary Trees,all-possible-full-binary-trees,Medium,82.67747902853584,False,"dynamic-programming,tree,recursion,memoization,binary-tree",algorithms
895,Maximum Frequency Stack,maximum-frequency-stack,Hard,66.338202946509,False,"hash-table,stack,design,ordered-set",algorithms
896,Monotonic Array,monotonic-array,Easy,61.11385061219414,False,array,algorithms
897,Increasing Order Search Tree,increasing-order-search-tree,Easy,78.26859255629553,False,"stack,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
898,Bitwise ORs of Subarrays,bitwise-ors-of-subarrays,Medium,38.605856894923,False,"array,dynamic-programming,bit-manipulation",algorithms
899,Orderly Queue,orderly-queue,Hard,65.94956478677409,False,"math,string,sorting",algorithms
900,RLE Iterator,rle-iterator,Medium,59.506247795016534,False,"array,design,counting,iterator",algorithms
901,Online Stock Span,online-stock-span,Medium,65.77717502448685,False,"stack,design,monotonic-stack,data-stream",algorithms
902,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,Hard,42.39390474726415,False,"array,math,string,binary-search,dynamic-programming",algorithms
903,Valid Permutations for DI Sequence,valid-permutations-for-di-sequence,Hard,57.42748961511598,False,"string,dynamic-programming,prefix-sum",algorithms
904,Fruit Into Baskets,fruit-into-baskets,Medium,44.22285287461696,False,"array,hash-table,sliding-window",algorithms
905,Sort Array By Parity,sort-array-by-parity,Easy,76.22068059271277,False,"array,two-pointers,sorting",algorithms
906,Super Palindromes,super-palindromes,Hard,38.85551895627463,False,"math,enumeration",algorithms
907,Sum of Subarray Minimums,sum-of-subarray-minimums,Medium,37.41186440172228,False,"array,dynamic-programming,stack,monotonic-stack",algorithms
908,Smallest Range I,smallest-range-i,Easy,69.92170128962582,False,"array,math",algorithms
909,Snakes and Ladders,snakes-and-ladders,Medium,43.8165489614315,False,"array,breadth-first-search,matrix",algorithms
910,Smallest Range II,smallest-range-ii,Medium,36.1984480721727,False,"array,math,greedy,sorting",algorithms
911,Online Election,online-election,Medium,51.9482038730113,False,"array,hash-table,binary-search,design",algorithms
912,Sort an Array,sort-an-array,Medium,56.58854758186918,False,"array,divide-and-conquer,sorting,heap-priority-queue,merge-sort,bucket-sort,radix-sort,counting-sort",algorithms
913,Cat and Mouse,cat-and-mouse,Hard,34.013641225255554,False,"math,dynamic-programming,graph,topological-sort,memoization,game-theory",algorithms
914,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,Easy,29.997527676290414,False,"array,hash-table,math,counting,number-theory",algorithms
915,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,Medium,48.77733043550552,False,array,algorithms
916,Word Subsets,word-subsets,Medium,52.238627917006966,False,"array,hash-table,string",algorithms
917,Reverse Only Letters,reverse-only-letters,Easy,64.42687866972129,False,"two-pointers,string",algorithms
918,Maximum Sum Circular Subarray,maximum-sum-circular-subarray,Medium,44.7502321133375,False,"array,divide-and-conquer,dynamic-programming,queue,monotonic-queue",algorithms
919,Complete Binary Tree Inserter,complete-binary-tree-inserter,Medium,65.44682101448387,False,"tree,breadth-first-search,design,binary-tree",algorithms
920,Number of Music Playlists,number-of-music-playlists,Hard,60.51355356970595,False,"math,dynamic-programming,combinatorics",algorithms
921,Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid,Medium,75.13448986868828,False,"string,stack,greedy",algorithms
